KIM Do Kyoum POSITION,KIM Do Kyoum LAP TIME,KIM Do Kyoum ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME
1,6.79,6.79,2,6.98,6.98,5,7.08,7.08,4,7.07,7.07,3,6.99,
1,8.70,15.49,3,8.72,15.70,5,9.06,16.14,4,8.75,15.82,2,8.61,
1,8.36,23.85,3,8.23,23.93,5,8.31,24.45,4,8.33,24.15,2,8.31,
4,9.02,32.87,2,8.77,32.70,4,8.42,32.87,3,8.57,32.72,1,8.66,
0,8.55,41.42,2,8.51,41.21,3,8.58,41.450,4,9.10,41.827,1,8.55,
