LIM Hyo Jun POSITION,LIM Hyo Jun LAP TIME,LIM Hyo Jun ELAPSED TIME,REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Nicolas LABORDE POSITION,Nicolas LABORDE LAP TIME,Nicolas LABORDE ELAPSED TIME
1,13.82,13.82,2,13.90,13.90,4,13.95,,5,14.17,14.17,3,13.93,13.93
2,10.60,24.42,1,10.33,24.23,3,10.58,,4,10.51,24.68,5,10.88,24.81
2,10.13,34.55,1,10.24,34.47,3,10.03,,4,10.06,34.74,5,10.06,34.87
2,10.11,44.66,1,10.04,44.51,5,10.38,,3,10.02,44.76,4,9.99,44.86
1,10.07,54.73,1,10.22,54.73,4,10.08,,3,10.22,54.98,5,10.40,55.26
1,9.29,1:04.02,2,9.41,1:04.14,4,9.68,,3,9.29,1:04.27,5,9.59,1:04.85
1,9.10,1:13.12,2,9.13,1:13.27,4,9.39,,3,9.11,1:13.38,5,9.45,1:14.30
1,8.86,1:21.98,2,8.87,1:22.14,4,9.57,,3,8.90,1:22.28,5,9.53,1:23.83
1,8.89,1:30.87,2,8.83,1:30.97,4,9.70,,3,8.85,1:31.13,5,9.79,1:33.62
