FRANK Nick POSITION,FRANK Nick LAP TIME,FRANK Nick ELAPSED TIME,Guido HEGENER POSITION,Guido HEGENER LAP TIME,Guido HEGENER ELAPSED TIME,VAINER Evgeni POSITION,VAINER Evgeni LAP TIME,VAINER Evgeni ELAPSED TIME,HU Ze POSITION,HU Ze LAP TIME,HU Ze ELAPSED TIME
3,15.170,15.170,1,14.698,14.698,2,15.071,15.071,4,16.820,16.820
2,11.952,27.122,1,12.182,26.879,4,12.527,27.598,3,10.474,27.293
3,10.625,37.747,1,10.664,37.543,2,10.100,37.697,4,10.503,37.796
2,9.568,47.315,3,9.965,47.507,4,10.105,47.802,1,9.348,47.143
3,9.533,56.847,1,8.274,55.780,4,9.551,57.352,2,9.449,56.592
2,9.268,1:06.115,1,9.598,1:05.378,4,9.353,1:06.704,3,9.682,1:06.273
2,9.223,1:15.338,1,9.704,1:15.081,4,9.855,1:16.559,3,9.452,1:15.725
3,10.108,1:25.445,1,9.916,1:24.997,4,9.194,1:25.752,2,9.641,1:25.366
3,10.00,1:35.440,2,10.41,1:35.401,4,11.99,1:37.736,1,9.88,1:35.246
