Vitaly MIKHEENKOV POSITION,Vitaly MIKHEENKOV LAP TIME,Vitaly MIKHEENKOV ELAPSED TIME,Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME,Tamas TUTRAI POSITION,Tamas TUTRAI LAP TIME,Tamas TUTRAI ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Rudy KOEK POSITION,Rudy KOEK LAP TIME,Rudy KOEK ELAPSED TIME
2,15.010,15.010,3,15.240,15.240,5,17.980,17.980,1,14.710,14.710,4,15.320,15.320
2,11.210,26.230,3,11.000,26.240,5,8.630,26.620,1,11.020,25.730,4,11.220,26.540
2,11.040,37.270,3,11.110,37.350,5,10.940,37.570,1,11.510,37.240,4,10.890,37.430
5,9.950,47.220,4,9.850,47.210,1,9.290,46.860,3,9.950,47.200,2,9.730,47.160
3,10.060,57.290,2,10.010,57.220,1,10.220,57.080,5,10.230,57.440,4,10.260,57.430
4,9.690,1:06.980,2,9.490,1:06.720,3,9.830,1:06.920,5,9.910,1:07.360,1,9.020,1:06.450
3,9.390,1:16.370,1,9.400,1:16.120,5,10.080,1:17.000,4,9.510,1:16.870,2,9.820,1:16.280
3,9.230,1:25.610,1,9.130,1:25.260,5,9.970,1:26.980,4,9.620,1:26.500,2,9.220,1:25.500
2,9.440,1:35.060,1,9.290,1:34.550,5,10.610,1:37.590,4,9.960,1:36.460,3,9.760,1:35.260
