Kyle CARR POSITION,Kyle CARR LAP TIME,Kyle CARR ELAPSED TIME,NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME,Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME,SONG Weilong POSITION,SONG Weilong LAP TIME,SONG Weilong ELAPSED TIME
2,12.94,12.94,4,13.12,13.12,3,13.02,13.02,1,12.83,12.83
1,9.85,22.79,4,9.82,22.94,2,9.81,22.83,3,10.06,22.89
4,9.60,32.39,1,9.04,31.98,2,9.32,32.15,3,9.41,32.30
4,9.01,41.40,1,9.06,41.04,2,9.01,41.16,3,8.95,41.25
4,8.98,50.38,1,9.05,50.09,2,9.02,50.18,3,9.02,50.27
4,9.10,59.48,1,9.07,59.16,2,9.09,59.27,3,9.12,59.39
4,8.96,1:08.44,1,8.94,1:08.10,2,8.96,1:08.23,3,8.96,1:08.35
3,9.25,1:17.69,1,9.16,1:17.26,2,9.18,1:17.41,4,9.46,1:17.81
3,9.35,1:27.039,1,9.15,1:26.410,2,9.11,1:26.511,4,9.48,1:27.284
