Yoann MARTINEZ POSITION,Yoann MARTINEZ LAP TIME,Yoann MARTINEZ ELAPSED TIME,Aliaksandr ARLOU POSITION,Aliaksandr ARLOU LAP TIME,Aliaksandr ARLOU ELAPSED TIME,CHEN Dequan POSITION,CHEN Dequan LAP TIME,CHEN Dequan ELAPSED TIME,Mladen KARLOVIC POSITION,Mladen KARLOVIC LAP TIME,Mladen KARLOVIC ELAPSED TIME,TSANG Kei Wing Kelvin POSITION,TSANG Kei Wing Kelvin LAP TIME,TSANG Kei Wing Kelvin ELAPSED TIME
1,13.92,13.92,3,14.20,14.20,2,14.10,14.10,4,14.32,14.32,5,14.44,14.44
2,11.26,25.18,3,11.02,25.22,1,10.95,25.05,4,11.10,25.42,5,11.12,25.56
2,10.18,35.36,3,10.25,35.47,1,10.21,35.26,4,10.30,35.72,5,10.29,35.85
2,9.92,45.28,3,9.94,45.41,1,9.89,45.15,4,10.49,46.21,5,10.36,46.21
2,9.69,54.97,3,9.73,55.14,1,9.70,54.85,5,10.94,57.15,4,10.70,56.91
2,9.65,1:04.62,3,9.65,1:04.79,1,9.60,1:04.45,5,10.79,1:07.94,4,10.92,1:07.83
2,9.69,1:14.31,3,9.70,1:14.49,1,9.58,1:14.03,5,11.27,1:19.21,4,11.26,1:19.09
2,9.76,1:24.07,3,10.00,1:24.49,1,9.74,1:23.77,5,11.58,1:30.79,4,11.52,1:30.61
2,10.02,1:34.082,3,10.49,1:34.974,1,9.83,1:33.592,5,11.71,1:42.494,4,11.76,1:42.370
