WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME,YAKIMOVA Anna POSITION,YAKIMOVA Anna LAP TIME,YAKIMOVA Anna ELAPSED TIME,Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME
2,14.14,14.14,1,13.92,13.92,3,14.25,14.25,5,14.50,14.50,4,14.40,14.40
2,11.29,25.43,1,11.39,25.31,3,11.27,25.52,5,11.28,25.78,4,11.19,25.59
3,10.32,35.75,1,10.31,35.62,2,10.21,35.73,5,10.28,36.06,4,10.38,35.97
2,10.02,45.77,1,10.01,45.63,3,10.09,45.82,5,9.96,46.02,4,9.94,45.91
2,10.14,55.91,1,10.18,55.81,3,10.19,56.01,5,10.33,56.35,4,10.23,56.14
2,10.06,1:05.97,1,10.02,1:05.83,3,10.09,1:06.10,5,10.12,1:06.47,4,10.12,1:06.26
2,9.68,1:15.65,1,9.69,1:15.52,3,9.67,1:15.77,5,10.26,1:16.73,4,9.72,1:15.98
2,9.71,1:25.36,1,9.49,1:25.01,3,9.65,1:25.42,5,11.01,1:27.74,4,9.84,1:25.82
0,,PHOTO,1,9.70,1:34.71,0,,PHOTO,5,11.73,1:39.47,4,10.12,1:35.94
