Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME
1,6.569,6.569,2,6.819,6.819,3,6.834,6.834,4,7.011,7.011
3,9.056,15.625,1,8.690,15.509,2,8.679,15.513,4,8.793,15.803
3,8.409,24.034,2,8.433,23.942,1,8.333,23.846,4,8.391,24.195
2,8.076,32.110,3,8.237,32.179,1,8.159,32.005,4,8.547,32.742
1,8.742,40.852,2,8.775,40.954,3,9.188,41.192,4,8.904,41.646
