KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME
1,6.91,6.91,2,7.04,7.04,3,7.40,7.40
1,8.99,15.90,2,8.97,16.01,3,9.26,16.66
1,8.68,24.58,2,8.66,24.67,3,8.86,25.52
1,8.90,33.48,2,8.91,33.58,3,9.09,34.61
1,9.04,42.52,2,9.13,42.71,3,9.32,43.93
