MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,KIKUCHI Yuki POSITION,KIKUCHI Yuki LAP TIME,KIKUCHI Yuki ELAPSED TIME,KONSTANTINOVA Ekaterina POSITION,KONSTANTINOVA Ekaterina LAP TIME,KONSTANTINOVA Ekaterina ELAPSED TIME
4,14.90,14.90,2,14.71,14.71,1,14.67,14.67,3,14.74,14.74
4,10.83,25.73,2,10.82,25.53,1,10.76,25.43,3,10.90,25.64
4,10.75,36.48,2,10.77,36.30,1,10.78,36.21,3,10.77,36.41
4,10.44,46.92,2,10.40,46.70,1,10.37,46.58,3,10.41,46.82
4,9.82,56.74,1,9.69,56.39,2,9.95,56.53,3,9.78,56.60
4,9.59,1:06.33,1,9.49,1:05.88,2,9.47,1:06.00,3,9.49,1:06.09
4,9.66,1:15.99,1,9.42,1:15.30,2,9.36,1:15.36,3,9.34,1:15.43
4,10.04,1:26.03,1,9.46,1:24.76,2,9.57,1:24.93,3,9.51,1:24.94
3,10.52,1:36.543,1,9.76,1:34.512,2,10.38,1:35.302,0,,PEN
