START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
1,10.31,10.31,3,10.50,10.50,2,10.38,10.38,6,10.62,10.62,4,10.52,,5,10.60,10.60,7,10.71,10.71,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,RankingFinals,2
4,13.21,23.52,5,13.16,23.66,2,12.89,23.27,6,13.13,23.75,3,12.90,,7,13.31,23.91,1,12.36,23.07,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,RankingFinals,2
3,11.13,34.65,5,11.18,34.84,2,11.31,34.58,6,11.18,34.93,4,11.32,,7,11.13,35.04,1,11.41,34.48,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,RankingFinals,2
3,11.51,46.16,5,11.47,46.31,2,11.48,46.06,6,11.55,46.48,4,11.51,,7,11.53,46.57,1,11.44,45.92,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,RankingFinals,2
3,10.98,57.14,5,11.00,57.31,2,10.99,57.05,6,10.91,57.39,4,10.95,,7,10.88,57.45,1,11.02,56.94,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,RankingFinals,2
1,10.24,1:07.38,2,10.33,1:07.64,2,10.59,1:07.64,7,10.57,1:07.96,5,10.68,,4,10.40,1:07.85,6,10.97,1:07.91,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,RankingFinals,2
1,10.21,1:17.59,2,10.06,1:17.70,3,10.16,1:17.80,7,10.61,1:18.57,5,10.25,,4,10.07,1:17.92,6,10.52,1:18.43,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,RankingFinals,2
1,10.16,1:27.75,2,10.20,1:27.90,3,10.26,1:28.06,7,10.42,1:28.99,5,10.14,,4,10.23,1:28.15,6,10.46,1:28.89,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,RankingFinals,2
1,9.94,1:37.69,2,9.97,1:37.87,3,10.20,1:38.26,7,10.86,1:39.85,4,10.34,,5,10.70,1:38.85,6,10.92,1:39.81,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,RankingFinals,2
1,9.98,1:47.67,2,10.01,1:47.88,3,10.12,1:48.38,6,11.01,1:50.86,4,10.42,,5,10.89,1:49.74,7,11.36,1:51.17,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,RankingFinals,2
1,10.17,1:57.84,2,10.15,1:58.03,3,10.51,1:58.89,6,10.91,2:01.77,4,10.74,,5,11.15,2:00.89,7,11.72,2:02.89,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,RankingFinals,2
1,10.21,2:08.05,2,10.20,2:08.23,3,10.84,2:09.73,6,11.37,2:13.14,4,11.02,,5,11.73,2:12.62,7,12.07,2:14.96,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,RankingFinals,2
1,10.51,2:18.56,2,10.48,2:18.71,3,11.14,2:20.87,5,11.67,2:24.81,4,11.38,,6,12.20,2:24.82,7,12.28,2:27.24,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,RankingFinals,2
1,10.73,2:29.292,2,10.67,2:29.386,3,11.31,2:32.183,4,11.86,2:36.675,4,11.54,,5,12.95,2:37.771,6,12.24,2:39.489,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,w,RankingFinals,2
