ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME,Carly WILSON POSITION,Carly WILSON LAP TIME,Carly WILSON ELAPSED TIME,Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME
1,7.090,7.090,2,7.160,7.160,4,7.540,7.540,3,7.440,7.440
1,9.530,16.630,2,9.590,16.760,4,9.500,17.040,3,9.440,16.880
1,8.970,25.600,2,9.150,25.910,4,9.130,26.180,3,9.080,25.970
1,9.200,34.810,3,9.160,35.080,4,9.180,35.360,2,9.070,35.040
1,9.320,44.140,2,9.270,44.350,4,9.140,44.500,3,9.350,44.390
