Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Artem KOZLOV POSITION,Artem KOZLOV LAP TIME,Artem KOZLOV ELAPSED TIME,DION Pascal POSITION,DION Pascal LAP TIME,DION Pascal ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME
1,6.85,6.85,2,6.97,6.97,3,7.08,7.08,4,7.43,7.43
1,8.85,15.70,2,8.85,15.82,3,8.82,15.90,4,8.69,16.12
1,8.37,24.07,2,8.37,24.19,4,8.42,24.32,3,8.19,24.31
1,8.52,32.59,2,8.45,32.64,4,8.69,33.01,3,8.56,32.87
1,8.64,41.23,2,8.69,41.33,4,8.72,41.736,3,8.73,41.605
