Kiichi SHIGEHIRO POSITION,Kiichi SHIGEHIRO LAP TIME,Kiichi SHIGEHIRO ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,Tunay SIMSEK POSITION,Tunay SIMSEK LAP TIME,Tunay SIMSEK ELAPSED TIME,Jonathan SO POSITION,Jonathan SO LAP TIME,Jonathan SO ELAPSED TIME,KUCZYNSKI Lukasz POSITION,KUCZYNSKI Lukasz LAP TIME,KUCZYNSKI Lukasz ELAPSED TIME
1,6.84,6.84,2,7.12,7.12,3,7.26,7.26,4,7.34,7.34,5,7.45,7.45
1,8.91,15.75,2,8.85,15.97,3,9.00,16.26,4,8.98,16.32,5,8.98,16.43
1,8.49,24.24,2,8.38,24.35,5,8.80,25.06,4,8.67,24.99,3,8.43,24.86
1,8.64,32.88,2,8.63,32.98,5,8.89,33.95,4,8.61,33.60,3,8.65,33.51
1,8.85,41.73,2,8.86,41.84,4,8.97,42.920,3,9.06,42.663,5,9.44,42.957
