Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,CHENG Eric I POSITION,CHENG Eric I LAP TIME,CHENG Eric I ELAPSED TIME
1,6.830,6.830,2,7.010,7.010,3,7.300,7.300,4,7.610,7.610
1,9.600,16.430,2,9.520,16.530,3,9.340,16.650,4,9.470,17.080
1,9.020,25.450,2,9.110,25.650,3,9.040,25.690,4,9.570,26.650
1,9.250,34.710,2,9.230,34.880,3,9.300,35.000,4,9.810,36.460
1,9.540,44.260,3,9.710,44.600,2,9.380,44.380,4,10.210,46.680
