GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME,Jose CAVALLI POSITION,Jose CAVALLI LAP TIME,Jose CAVALLI ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Dan IWASA POSITION,Dan IWASA LAP TIME,Dan IWASA ELAPSED TIME,BLAIS Cedrik POSITION,BLAIS Cedrik LAP TIME,BLAIS Cedrik ELAPSED TIME
2,13.37,13.37,4,13.60,,3,13.49,,5,13.76,13.76,1,13.30,13.30
1,10.74,24.11,3,10.72,,5,10.96,,3,10.56,24.32,2,10.83,24.13
3,9.93,34.04,4,9.80,,5,9.71,,1,9.57,33.89,2,9.78,33.91
3,9.68,43.72,4,18.63,,5,21.56,,1,9.63,43.52,2,9.66,43.57
3,9.31,53.03,4,14.23,,5,14.70,,1,9.25,52.77,2,9.34,52.91
3,9.02,1:02.05,4,12.81,,5,10.63,,1,9.15,1:01.92,2,9.07,1:01.98
3,9.30,1:11.35,5,11.72,,4,9.88,,1,9.23,1:11.15,2,9.24,1:11.22
2,9.17,1:20.52,5,10.34,,4,10.10,,3,9.38,1:20.53,1,9.14,1:20.36
3,9.71,1:30.23,4,15.52,1:57.37,5,17.35,,2,9.58,1:30.11,1,9.38,1:29.74
