ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME
1,6.96,6.96,2,7.47,7.47,3,7.52,7.52,4,7.60,7.60
1,9.60,16.56,2,9.42,16.89,3,9.39,16.91,4,9.55,17.15
1,9.08,25.64,2,9.04,25.93,3,9.05,25.96,4,9.06,26.21
1,9.16,34.80,2,9.04,34.97,3,9.03,34.99,4,9.07,35.28
1,9.31,44.108,2,9.28,44.247,3,9.42,44.404,4,9.28,44.554
