Davide URBANI POSITION,Davide URBANI LAP TIME,Davide URBANI ELAPSED TIME,Thomas BAUER POSITION,Thomas BAUER LAP TIME,Thomas BAUER ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Ivan DOLINIC POSITION,Ivan DOLINIC LAP TIME,Ivan DOLINIC ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME
4,14.494,14.494,5,14.829,14.829,2,14.385,14.385,3,14.460,14.460,1,14.364,14.364
4,11.328,25.821,3,10.957,25.785,5,11.440,25.825,2,11.259,25.719,1,11.336,25.699
3,10.118,35.938,2,10.131,35.916,4,10.208,36.032,5,10.758,36.477,1,10.076,35.775
4,10.611,46.549,2,10.362,46.277,3,10.384,46.416,5,10.238,46.714,1,10.359,46.133
3,10.114,56.663,1,9.974,56.251,4,10.312,56.727,5,10.183,56.897,2,10.324,56.457
2,10.334,1:06.997,1,9.744,1:05.994,4,10.574,1:07.301,5,10.744,1:07.640,3,10.744,1:07.201
3,10.042,1:17.038,1,10.116,1:16.110,2,9.694,1:16.995,5,10.656,1:18.296,4,10.063,1:17.264
3,10.182,1:27.219,1,10.484,1:26.594,2,10.045,1:27.040,4,9.356,1:27.652,5,10.442,1:27.705
3,10.74,1:37.953,2,10.91,1:37.497,1,10.22,1:37.251,5,12.57,1:40.221,4,10.90,1:38.602
