LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Aydin DJEMAL POSITION,Aydin DJEMAL LAP TIME,Aydin DJEMAL ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME,David CAKO POSITION,David CAKO LAP TIME,David CAKO ELAPSED TIME
1,17.30,17.30,3,17.49,17.49,4,17.74,17.74,2,17.47,17.47,5,17.98,17.98
3,11.51,28.81,4,11.49,28.98,2,11.03,28.77,1,11.21,28.68,5,11.01,28.99
3,10.21,39.02,5,10.20,39.18,2,10.15,38.92,1,10.15,38.83,4,10.08,39.07
1,9.26,48.28,5,9.59,48.77,2,9.50,48.42,3,9.70,48.53,4,9.59,48.66
2,9.26,57.54,5,9.15,57.92,1,9.09,57.51,3,9.15,57.68,4,9.16,57.82
2,8.99,1:06.53,4,9.09,1:07.01,1,8.93,1:06.44,3,8.99,1:06.67,5,9.24,1:07.06
2,8.99,1:15.52,5,10.09,1:17.10,1,8.96,1:15.40,3,8.99,1:15.66,4,9.39,1:16.45
2,8.87,1:24.39,5,11.07,1:28.17,1,8.87,1:24.27,3,8.96,1:24.62,4,9.92,1:26.37
2,8.91,1:33.30,5,12.15,1:40.32,1,8.95,1:33.22,3,9.18,1:33.80,4,10.45,1:36.82
