HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME
1,12.62,12.62,2,12.75,12.75,4,12.90,12.90,3,12.87,12.87,5,13.02,13.02
1,9.35,21.97,2,9.33,22.08,4,9.42,22.32,3,9.31,22.18,5,9.50,22.52
1,9.12,31.09,2,9.15,31.23,4,9.11,31.43,3,9.15,31.33,5,9.03,31.55
1,9.12,40.21,2,9.09,40.32,4,9.09,40.52,3,9.09,40.42,5,9.08,40.63
1,9.06,49.27,2,9.05,49.37,4,9.05,49.57,3,9.07,49.49,5,9.07,49.70
1,9.03,58.30,2,9.04,58.41,4,8.99,58.56,3,9.01,58.50,5,9.02,58.72
1,9.02,1:07.32,2,9.02,1:07.43,4,9.17,1:07.73,3,9.13,1:07.63,5,9.07,1:07.79
1,9.08,1:16.40,2,9.09,1:16.52,4,9.19,1:16.92,5,9.48,1:17.11,3,8.95,1:16.74
1,9.19,1:25.586,2,9.13,1:25.641,4,9.34,1:26.252,5,10.28,1:27.386,3,8.92,1:25.660
