Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Myukerrem TOP POSITION,Myukerrem TOP LAP TIME,Myukerrem TOP ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME
2,7.10,7.10,1,6.98,6.98,4,7.39,7.39,3,7.27,7.27
2,9.26,16.36,1,9.23,16.21,3,9.52,16.91,4,26.92,34.19
2,8.89,25.25,1,8.75,24.96,3,9.17,26.08,4,14.22,48.41
2,8.80,34.05,1,8.86,33.82,3,9.46,35.54,4,12.68,1:01.09
2,9.72,43.767,1,9.08,42.893,3,9.65,45.185,4,12.57,1:13.655
