Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Marie YOSHIDA POSITION,Marie YOSHIDA LAP TIME,Marie YOSHIDA ELAPSED TIME,Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME
2,13.67,13.67,1,13.59,13.59,4,13.88,13.88,3,13.77,13.77
2,10.87,24.54,1,10.92,24.51,3,10.74,24.62,4,10.92,24.69
1,10.25,34.79,2,10.37,34.88,3,10.38,35.00,4,10.45,35.14
1,10.35,45.14,2,10.38,45.26,4,10.43,45.43,3,10.20,45.34
1,10.03,55.17,2,10.02,55.28,4,10.09,55.52,3,10.05,55.39
1,9.70,1:04.87,2,9.70,1:04.98,4,9.94,1:05.46,3,9.70,1:05.09
1,9.64,1:14.51,2,9.61,1:14.59,4,10.20,1:15.66,3,9.74,1:14.83
1,9.89,1:24.40,2,9.90,1:24.49,4,10.60,1:26.26,3,9.98,1:24.81
1,10.08,1:34.480,2,10.10,1:34.588,4,11.16,1:37.414,3,10.24,1:35.041
