Jakub JANECKO POSITION,Jakub JANECKO LAP TIME,Jakub JANECKO ELAPSED TIME,Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,Alexander SELEZNOV POSITION,Alexander SELEZNOV LAP TIME,Alexander SELEZNOV ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME
3,7.959,7.959,1,7.492,7.492,4,8.084,8.084,2,7.561,7.561
4,10.190,18.149,1,9.408,16.899,3,10.025,18.109,2,9.583,17.144
3,9.878,28.026,1,9.370,26.269,4,9.952,28.061,2,9.320,26.463
4,10.141,38.167,1,9.680,35.949,3,10.060,38.120,2,9.593,36.056
3,9.78,47.946,2,9.59,45.536,4,10.20,48.318,1,9.02,45.076
