Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Karolina REGUCKA POSITION,Karolina REGUCKA LAP TIME,Karolina REGUCKA ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME
0,7.518,7.518,0,7.871,7.871,0,7.727,7.727,0,8.003,8.003
0,9.811,17.329,0,9.885,17.755,0,9.984,17.711,0,10.103,18.107
0,9.569,26.899,0,9.601,27.356,0,9.557,27.268,0,9.573,27.679
0,9.529,36.428,0,9.616,36.972,0,9.980,37.248,0,9.640,37.319
0,,,0,,,0,,,0,,
