LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Eduardo ALVAREZ POSITION,Eduardo ALVAREZ LAP TIME,Eduardo ALVAREZ ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Thibault CROLET POSITION,Thibault CROLET LAP TIME,Thibault CROLET ELAPSED TIME
1,6.84,6.84,2,7.00,7.00,3,7.17,7.17,4,7.40,7.40
1,8.85,15.69,2,8.88,15.88,3,8.85,16.02,4,8.94,16.34
1,8.50,24.19,2,8.51,24.39,3,8.47,24.49,4,8.66,25.00
1,8.61,32.80,2,8.50,32.89,3,8.59,33.08,4,8.85,33.85
1,8.93,41.727,2,8.96,41.850,3,8.84,41.913,4,9.19,43.038
