CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,BLAIS Cedrik POSITION,BLAIS Cedrik LAP TIME,BLAIS Cedrik ELAPSED TIME,SUN Long POSITION,SUN Long LAP TIME,SUN Long ELAPSED TIME,HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,KUCZYNSKI Lukasz POSITION,KUCZYNSKI Lukasz LAP TIME,KUCZYNSKI Lukasz ELAPSED TIME
4,7.12,7.12,1,6.73,6.73,2,6.82,6.82,3,6.93,6.93,5,7.21,7.21
4,8.93,16.05,1,8.78,15.51,2,8.92,15.74,3,8.92,15.85,5,8.89,16.10
4,8.39,24.44,1,8.33,23.84,3,8.47,24.21,2,8.32,24.17,5,8.51,24.61
4,8.40,32.84,1,8.49,32.33,3,8.52,32.73,2,8.33,32.50,5,8.56,33.17
4,8.56,41.40,2,8.70,41.03,3,8.56,41.29,1,8.48,40.98,5,8.77,41.94
