Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Alvaro PENA POSITION,Alvaro PENA LAP TIME,Alvaro PENA ELAPSED TIME,Daniel ZASTRUGOV POSITION,Daniel ZASTRUGOV LAP TIME,Daniel ZASTRUGOV ELAPSED TIME
1,7.24,7.24,4,7.61,7.61,2,7.28,7.28,5,7.71,7.71,3,7.55,7.55
1,9.26,16.50,3,9.20,16.81,2,9.39,16.67,5,9.59,17.30,4,9.54,17.09
1,8.70,25.20,3,8.58,25.39,2,8.63,25.30,5,9.02,26.32,4,9.07,26.16
1,8.70,33.90,3,8.72,34.11,2,8.71,34.01,5,9.14,35.46,4,9.17,35.33
1,8.83,42.723,3,8.86,42.968,2,8.95,42.955,5,9.46,44.915,4,9.48,44.806
