NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME
4,12.65,12.65,3,12.64,12.64,1,12.52,12.52,2,12.56,12.56
1,9.02,21.67,4,9.30,21.94,2,9.30,21.82,3,9.35,21.91
1,9.13,30.80,4,9.15,31.09,2,9.07,30.89,3,9.07,30.98
1,9.21,40.01,4,9.19,40.28,2,9.20,40.09,3,9.21,40.19
1,9.27,49.28,4,9.27,49.55,2,9.28,49.37,3,9.25,49.44
1,9.19,58.47,4,9.24,58.79,2,9.23,58.60,3,9.25,58.69
1,9.24,1:07.71,4,9.07,1:07.86,3,9.21,1:07.81,2,9.07,1:07.76
1,9.01,1:16.72,3,9.08,1:16.94,4,9.71,1:17.52,2,9.09,1:16.85
1,9.22,1:25.939,0,,YC,2,10.17,1:27.686,3,36.75,1:53.594
