YU Jiyang POSITION,YU Jiyang LAP TIME,YU Jiyang ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME
1,6.69,6.69,2,6.85,6.85,3,6.99,6.99,4,7.22,7.22
1,8.86,15.55,2,8.84,15.69,3,8.80,15.79,4,8.95,16.17
1,8.49,24.04,2,8.47,24.16,3,8.46,24.25,4,8.79,24.96
1,8.57,32.61,2,8.58,32.74,3,8.56,32.81,4,8.93,33.89
1,8.78,41.386,2,8.78,41.518,3,8.75,41.559,4,9.18,43.070
