PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,Kaja PNIEWSKA POSITION,Kaja PNIEWSKA LAP TIME,Kaja PNIEWSKA ELAPSED TIME,Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME
1,13.74,13.74,2,13.86,13.86,3,13.97,13.97,5,14.13,14.13,4,14.08,14.08
1,10.55,24.29,2,10.58,24.44,4,10.59,24.56,5,10.55,24.68,3,10.37,24.45
1,10.15,34.44,3,10.21,34.65,4,10.13,34.69,5,10.12,34.80,2,10.09,34.54
1,10.42,44.86,3,10.44,45.09,4,10.51,45.20,5,10.56,45.36,2,10.44,44.98
1,10.29,55.15,3,10.29,55.38,4,10.24,55.44,5,10.19,55.55,2,10.29,55.27
1,10.36,1:05.51,4,10.36,1:05.74,3,10.29,1:05.73,5,10.42,1:05.97,2,10.35,1:05.62
1,10.13,1:15.64,4,10.50,1:16.24,3,10.13,1:15.86,5,10.36,1:16.33,2,10.17,1:15.79
1,10.14,1:25.78,4,10.78,1:27.02,2,10.20,1:26.06,5,10.95,1:27.28,3,10.34,1:26.13
1,10.32,1:36.095,4,11.34,1:38.355,2,10.31,1:36.366,5,11.10,1:38.379,3,10.71,1:36.832
