Lucas NG POSITION,Lucas NG LAP TIME,Lucas NG ELAPSED TIME,XU Hongzhi POSITION,XU Hongzhi LAP TIME,XU Hongzhi ELAPSED TIME,Einar AGDESTEIN POSITION,Einar AGDESTEIN LAP TIME,Einar AGDESTEIN ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,HAN Seung Soo POSITION,HAN Seung Soo LAP TIME,HAN Seung Soo ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME
4,12.86,12.86,2,12.61,12.61,6,13.24,13.24,5,12.92,,3,12.77,12.77,1,12.57,12.57
5,9.68,22.54,3,9.73,22.34,6,9.36,22.60,4,9.54,,1,9.43,22.20,2,9.72,22.29
6,9.57,32.11,4,9.46,31.80,5,9.34,31.94,1,9.12,,2,9.41,31.61,3,9.41,31.70
6,9.27,41.38,3,9.21,41.01,5,9.30,41.24,1,9.26,,2,9.31,40.92,4,9.40,41.10
6,9.38,50.76,3,9.26,50.27,5,9.35,50.59,2,9.42,,1,9.22,50.14,4,9.35,50.45
5,9.49,1:00.25,6,10.62,1:00.89,4,9.49,1:00.08,3,9.76,,1,9.38,59.52,2,9.20,59.65
5,9.45,1:09.70,6,9.36,1:10.25,4,9.42,1:09.50,3,9.34,,1,9.28,1:08.80,2,9.21,1:08.86
5,9.61,1:19.31,6,9.45,1:19.70,4,9.60,1:19.10,3,9.36,,1,9.40,1:18.20,2,9.47,1:18.33
5,9.84,1:29.15,6,10.00,1:29.70,4,9.95,1:29.05,3,9.71,,1,9.64,1:27.84,2,9.59,1:27.92
