Artem KHMELIVSKYI POSITION,Artem KHMELIVSKYI LAP TIME,Artem KHMELIVSKYI ELAPSED TIME,Chris CREVELING POSITION,Chris CREVELING LAP TIME,Chris CREVELING ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Daniel ZASTRUGOV POSITION,Daniel ZASTRUGOV LAP TIME,Daniel ZASTRUGOV ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME
4,7.44,7.44,2,6.95,6.95,1,6.87,6.87,5,7.75,7.75,3,7.08,7.08
4,9.28,16.72,2,9.00,15.95,1,8.93,15.80,5,9.49,17.24,3,8.96,16.04
4,8.86,25.58,2,8.41,24.36,1,8.48,24.28,5,9.00,26.24,3,8.41,24.45
4,9.07,34.65,3,8.78,33.14,1,8.57,32.85,5,9.26,35.50,2,8.55,33.00
4,9.40,44.05,3,8.76,41.90,1,8.95,41.80,5,9.68,45.18,2,8.87,41.87
