KOPTELOV Dmitry POSITION,KOPTELOV Dmitry LAP TIME,KOPTELOV Dmitry ELAPSED TIME,Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME
4,13.378,13.378,1,12.813,12.813,3,13.316,13.316,2,13.097,13.097
4,10.361,23.738,1,9.810,22.623,3,9.801,23.117,2,9.929,23.026
4,10.088,33.826,1,10.085,32.708,2,9.812,32.929,3,9.941,32.966
4,9.840,43.666,1,9.904,42.612,3,10.107,43.035,2,10.031,42.997
4,10.646,54.312,2,9.882,52.493,3,9.494,52.529,1,9.302,52.299
4,10.378,1:04.689,1,9.596,1:02.089,3,9.782,1:02.310,2,9.914,1:02.213
4,10.874,1:15.563,2,9.880,1:11.968,3,9.839,1:12.148,1,9.598,1:11.810
4,11.003,1:26.565,1,9.608,1:21.576,3,9.704,1:21.852,2,9.988,1:21.798
4,11.04,1:37.597,3,10.52,1:32.087,1,10.06,1:31.908,2,10.16,1:31.953
