Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME
1,6.90,6.90,2,7.02,7.02,3,7.07,7.07,4,7.19,7.19
1,8.99,15.89,3,9.16,16.18,2,9.10,16.17,4,9.09,16.28
1,8.57,24.46,4,9.00,25.18,2,8.45,24.62,3,8.70,24.98
1,8.62,33.08,4,9.00,34.18,2,8.46,33.08,3,8.70,33.68
1,8.84,41.918,4,9.13,43.303,2,8.96,42.034,3,8.96,42.637
