Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME
1,12.44,12.44,3,12.71,12.71,4,12.83,12.83,2,12.58,12.58
1,9.92,22.36,2,9.76,22.47,4,9.82,22.65,3,9.94,22.52
1,9.52,31.88,2,9.51,31.98,4,9.62,32.27,3,9.61,32.13
1,9.62,41.50,2,9.62,41.60,4,9.56,41.83,3,9.56,41.69
1,9.29,50.79,2,9.32,50.92,4,9.30,51.13,3,9.30,50.99
1,9.24,1:00.03,2,9.20,1:00.12,4,9.23,1:00.36,3,9.25,1:00.24
1,9.31,1:09.34,2,9.36,1:09.48,4,9.32,1:09.68,3,9.29,1:09.53
1,9.40,1:18.74,2,9.37,1:18.85,4,16.47,1:26.15,3,9.39,1:18.92
1,9.57,1:28.310,2,9.57,1:28.418,4,26.30,1:52.441,3,9.60,1:28.516
