Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME
3,6.96,6.96,4,7.05,7.05,1,6.71,6.71,2,6.81,6.81
3,9.08,16.04,4,9.11,16.16,1,8.98,15.69,2,9.02,15.83
3,8.33,24.37,4,8.46,24.62,1,8.56,24.25,2,8.52,24.35
2,8.81,33.18,3,8.65,33.27,1,8.54,32.79,4,9.15,33.50
0,,PEN,2,8.76,42.023,1,8.81,41.592,3,8.93,42.428
