LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,SONG Weilong POSITION,SONG Weilong LAP TIME,SONG Weilong ELAPSED TIME
1,6.648,6.648,3,6.711,6.711,2,6.660,6.660,4,6.736,6.736
1,8.907,15.554,2,8.921,15.632,4,9.331,15.990,3,9.032,15.768
3,8.839,24.393,1,8.589,24.220,4,8.868,24.859,2,8.545,24.312
1,8.425,32.818,2,8.767,32.988,4,8.991,33.850,3,8.711,33.023
1,8.973,41.791,3,8.995,41.983,4,9.480,43.330,2,8.907,41.930
