Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Minto SEKAI POSITION,Minto SEKAI LAP TIME,Minto SEKAI ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME
2,6.97,6.97,3,7.15,7.15,1,6.81,6.81,4,7.24,7.24
1,8.99,15.96,3,9.08,16.23,2,9.19,16.00,4,9.11,16.35
1,8.75,24.71,3,8.74,24.97,2,8.89,24.89,4,8.71,25.06
1,8.66,33.37,4,8.86,33.83,2,8.83,33.72,3,8.75,33.81
1,8.77,42.140,4,9.06,42.888,2,8.94,42.653,3,8.92,42.729
