Robert LAWRENCE POSITION,Robert LAWRENCE LAP TIME,Robert LAWRENCE ELAPSED TIME,Vladimir KUZOVNIKOV POSITION,Vladimir KUZOVNIKOV LAP TIME,Vladimir KUZOVNIKOV ELAPSED TIME,Ansis ROBS POSITION,Ansis ROBS LAP TIME,Ansis ROBS ELAPSED TIME,Matteo COMPAGNONI POSITION,Matteo COMPAGNONI LAP TIME,Matteo COMPAGNONI ELAPSED TIME
4,8.02,8.02,1,6.84,6.84,2,7.02,7.02,3,7.34,7.34
1,8.12,16.14,3,9.47,16.31,2,9.15,16.17,4,9.29,16.63
2,9.05,25.19,3,8.94,25.25,1,8.96,25.13,4,8.96,25.59
1,9.29,34.48,2,9.60,34.85,4,34.05,59.18,3,9.31,34.90
1,9.72,44.191,2,9.70,44.549,4,13.75,1:12.930,3,9.80,44.694
