KIM Do Kyoum POSITION,KIM Do Kyoum LAP TIME,KIM Do Kyoum ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
5,13.39,13.39,3,13.10,13.10,2,13.09,,1,13.02,13.02,4,13.20,13.20,6,13.63,13.63
5,9.64,23.03,2,9.57,22.67,1,9.49,,3,9.75,22.77,4,9.67,22.87,6,9.54,23.17
5,9.37,32.40,1,9.25,31.92,3,9.47,,2,9.23,32.00,4,9.32,32.19,6,9.35,32.52
5,9.20,41.60,1,9.16,41.08,4,9.31,,2,9.17,41.17,3,9.10,41.29,6,9.24,41.76
5,9.07,50.67,1,9.13,50.21,4,9.08,,2,9.14,50.31,3,9.13,50.42,6,9.13,50.89
4,9.08,59.75,1,9.14,59.35,3,9.27,,2,9.13,59.44,5,9.48,59.90,6,9.15,1:00.04
4,8.89,1:08.64,2,9.17,1:08.52,3,8.92,,1,8.97,1:08.41,5,8.98,1:08.88,6,9.16,1:09.20
3,9.03,1:17.67,2,9.03,1:17.55,4,9.08,,1,9.02,1:17.43,5,9.00,1:17.88,6,9.45,1:18.65
3,9.03,1:26.704,2,9.12,1:26.67,4,9.33,,1,9.02,1:26.45,5,9.19,1:27.07,5,9.87,1:28.529
