GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME,Tomass BAKEVICS POSITION,Tomass BAKEVICS LAP TIME,Tomass BAKEVICS ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME,XU Hongzhi POSITION,XU Hongzhi LAP TIME,XU Hongzhi ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME
5,15.02,15.02,3,14.72,14.72,4,14.84,14.84,2,14.60,14.60,1,14.49,14.49
5,10.80,25.82,3,10.86,25.58,4,10.92,25.76,2,10.81,25.41,1,10.80,25.29
5,10.30,36.12,3,10.33,35.91,4,10.29,36.05,1,10.18,35.59,2,10.46,35.75
3,9.42,45.54,4,9.66,45.57,5,9.60,45.65,1,9.75,45.34,2,9.71,45.46
4,12.95,58.49,3,9.53,55.10,5,22.25,1:07.90,1,9.24,54.58,2,9.53,54.99
4,28.08,1:26.57,3,9.63,1:04.73,5,23.68,1:31.58,1,9.39,1:03.97,2,9.50,1:04.49
4,17.26,1:43.83,3,9.49,1:14.22,5,15.40,1:46.98,1,9.76,1:13.73,2,9.57,1:14.06
4,12.74,1:56.57,3,9.65,1:23.87,5,12.73,1:59.71,1,9.77,1:23.50,2,9.75,1:23.81
4,12.19,2:08.760,3,9.98,1:33.842,5,11.77,2:11.471,1,9.92,1:33.418,2,9.92,1:33.727
