Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,David GROSSENBACHER POSITION,David GROSSENBACHER LAP TIME,David GROSSENBACHER ELAPSED TIME
2,6.984,6.984,4,7.533,7.533,1,6.680,6.680,3,7.396,7.396
2,9.226,16.210,4,9.500,17.033,1,8.946,15.626,3,9.400,16.795
2,8.928,25.137,4,9.006,26.038,1,8.848,24.473,3,9.092,25.887
2,9.245,34.382,3,9.047,35.085,1,9.016,33.489,4,9.350,35.236
2,9.53,43.912,3,9.39,44.472,1,9.44,42.927,4,9.62,44.849
