Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME,Anna ROMANOWICZ POSITION,Anna ROMANOWICZ LAP TIME,Anna ROMANOWICZ ELAPSED TIME,Maaike VOS POSITION,Maaike VOS LAP TIME,Maaike VOS ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME
4,14.283,14.283,3,14.128,14.128,2,14.071,14.071,1,13.960,13.960
2,10.467,24.750,3,10.703,24.832,4,10.871,24.942,1,10.569,24.529
1,10.075,34.825,3,10.143,34.975,4,10.191,35.132,2,10.309,34.838
2,10.533,45.358,4,10.505,45.480,3,10.320,45.452,1,10.462,45.301
1,9.957,55.314,3,10.066,55.545,4,10.406,55.858,2,10.070,55.370
1,9.782,1:05.096,3,9.866,1:05.411,4,10.595,1:06.454,2,9.800,1:05.170
1,9.890,1:14.986,3,9.841,1:15.252,4,11.165,1:17.618,2,9.954,1:15.124
1,10.170,1:25.156,3,10.096,1:25.348,4,12.360,1:29.978,2,10.084,1:25.207
1,10.533,1:35.689,3,10.455,1:35.803,4,14.676,1:44.655,2,10.491,1:35.698
