WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,PIVIROTTO Ryan POSITION,PIVIROTTO Ryan LAP TIME,PIVIROTTO Ryan ELAPSED TIME
1,6.57,6.57,2,6.79,6.79,3,6.91,6.91,4,7.20,7.20
1,8.57,15.14,2,8.51,15.30,3,8.60,15.51,4,9.03,16.23
1,8.15,23.29,2,8.13,23.43,3,8.23,23.74,4,8.60,24.83
1,8.34,31.63,2,8.28,31.71,3,8.51,32.25,4,8.66,33.49
1,8.54,40.170,2,8.53,40.239,3,8.90,41.143,4,9.03,42.517
