ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Marie-Eve DROLET POSITION,Marie-Eve DROLET LAP TIME,Marie-Eve DROLET ELAPSED TIME,Inna SIMONOVA POSITION,Inna SIMONOVA LAP TIME,Inna SIMONOVA ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME
3,14.52,14.52,1,14.41,14.41,2,14.48,14.48,4,14.65,14.65
2,10.80,25.32,3,11.01,25.42,1,10.77,25.25,4,10.88,25.53
1,11.15,36.47,3,11.12,36.54,2,11.26,36.51,4,11.11,36.64
1,10.43,46.90,2,10.46,47.00,4,11.33,47.84,3,10.60,47.24
1,10.11,57.01,2,10.09,57.09,4,11.02,58.86,3,9.96,57.20
1,9.93,1:06.94,2,9.92,1:07.01,4,10.97,1:09.83,3,10.01,1:07.21
1,9.78,1:16.72,2,9.80,1:16.81,4,11.45,1:21.28,3,9.78,1:16.99
1,9.91,1:26.63,2,9.90,1:26.71,4,12.11,1:33.39,3,9.86,1:26.85
1,10.01,1:36.632,2,9.99,1:36.692,4,12.67,1:46.060,3,10.05,1:36.900
