SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME
1,12.46,12.46,3,12.64,12.64,2,12.55,12.55,5,12.81,12.81,4,12.78,12.78
3,9.45,21.91,5,9.36,22.00,2,9.26,21.81,1,8.86,21.67,4,9.20,21.98
3,8.80,30.71,5,8.94,30.94,2,8.82,30.63,1,8.87,30.54,4,8.84,30.82
2,8.59,39.30,5,8.68,39.62,1,8.58,39.21,3,8.86,39.40,4,8.68,39.50
2,8.73,48.03,4,8.64,48.26,1,8.71,47.92,5,8.89,48.29,3,8.65,48.15
2,8.77,56.80,4,8.77,57.03,1,8.78,56.70,5,8.90,57.19,3,8.75,56.90
2,8.82,1:05.62,4,8.79,1:05.82,1,8.80,1:05.50,5,8.84,1:06.03,3,8.81,1:05.71
2,8.74,1:14.36,4,8.91,1:14.73,1,8.76,1:14.26,5,9.27,1:15.30,3,8.81,1:14.52
2,8.90,1:23.250,4,9.16,1:23.871,1,8.93,1:23.171,5,10.21,1:25.477,3,9.15,1:23.649
