START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
5,12.21,12.21,4,12.14,12.14,2,11.74,,3,11.90,,1,11.53,11.53,6,12.23,12.23,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),w,Rep.Heats,2
1,14.36,26.57,5,15.10,27.24,3,15.22,,4,15.16,,2,15.19,26.72,6,15.15,27.38,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),w,Rep.Heats,2
1,12.16,38.73,5,12.00,39.24,3,12.05,,4,12.05,,2,12.15,38.87,6,11.99,39.37,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),w,Rep.Heats,2
1,11.85,50.58,6,11.77,51.01,3,11.78,,5,11.76,,2,11.79,50.66,4,11.44,50.81,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),w,Rep.Heats,2
1,11.37,1:01.95,6,11.48,1:02.49,4,11.42,,5,11.43,,3,11.53,1:02.19,2,11.25,1:02.06,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),w,Rep.Heats,2
2,10.53,1:12.48,6,10.34,1:12.83,3,10.32,,4,10.38,,4,10.49,1:12.68,1,10.33,1:12.39,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),w,Rep.Heats,2
3,10.19,1:22.67,5,10.02,1:22.85,1,9.90,,6,18.53,,4,10.15,1:22.83,2,10.12,1:22.51,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),w,Rep.Heats,2
3,10.27,1:32.94,1,9.87,1:32.72,4,10.57,,6,29.60,,5,10.35,1:33.18,2,10.25,1:32.76,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),w,Rep.Heats,2
4,10.09,1:43.03,1,9.85,1:42.57,3,9.84,,6,23.35,,5,9.98,1:43.16,2,9.94,1:42.70,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),w,Rep.Heats,2
4,10.06,1:53.09,1,10.15,1:52.72,3,10.09,,6,17.51,,5,10.05,1:53.21,2,10.12,1:52.82,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),w,Rep.Heats,2
4,10.03,2:03.12,2,9.90,2:02.62,3,9.79,,,,,5,10.10,2:03.31,1,9.68,2:02.50,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),w,Rep.Heats,2
4,10.27,2:13.39,2,9.79,2:12.41,3,9.71,,,,,5,10.16,2:13.47,1,9.82,2:12.32,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),w,Rep.Heats,2
5,10.80,2:24.19,3,10.75,2:23.16,2,10.33,,,,,4,10.41,2:23.88,1,9.81,2:22.13,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),w,Rep.Heats,2
4,11.24,2:35.402,2,10.62,2:33.755,2,10.45,,,,,3,10.89,2:34.742,1,10.31,2:32.412,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),w,Rep.Heats,2
