SZILICZEI-NEMET Rebeka POSITION,SZILICZEI-NEMET Rebeka LAP TIME,SZILICZEI-NEMET Rebeka ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,KIM Geon Hee POSITION,KIM Geon Hee LAP TIME,KIM Geon Hee ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME
4,14.26,14.26,3,14.15,14.15,1,13.90,13.90,5,14.37,14.37,2,14.02,14.02
5,11.20,25.46,4,11.20,25.35,2,11.29,25.19,1,10.74,25.11,3,11.18,25.20
5,10.03,35.49,1,9.75,35.10,4,10.21,35.40,2,10.05,35.16,3,10.09,35.29
5,9.68,45.17,2,9.80,44.90,1,9.45,44.85,3,9.84,45.00,4,9.77,45.06
5,9.95,55.12,2,9.89,54.79,1,9.85,54.70,3,9.89,54.89,4,9.95,55.01
5,10.00,1:05.12,2,10.03,1:04.82,1,10.03,1:04.73,3,10.03,1:04.92,4,10.01,1:05.02
5,9.88,1:15.00,2,9.75,1:14.57,1,9.68,1:14.41,3,9.74,1:14.66,4,9.81,1:14.83
5,9.80,1:24.80,2,9.42,1:23.99,1,9.30,1:23.71,3,9.43,1:24.09,4,9.37,1:24.20
5,10.28,1:35.08,2,9.48,1:33.47,1,9.50,1:33.21,3,9.47,1:33.56,4,9.46,1:33.66
