Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME
3,6.93,6.93,2,6.91,6.91,1,6.80,6.80
3,9.20,16.13,2,9.00,15.91,1,9.06,15.86
3,8.72,24.85,2,8.62,24.53,1,8.66,24.52
3,8.68,33.53,2,8.76,33.29,1,8.71,33.23
3,9.29,42.818,2,8.88,42.168,1,8.93,42.153
