Elliott SHRIANE POSITION,Elliott SHRIANE LAP TIME,Elliott SHRIANE ELAPSED TIME,Dave VERSTEEG POSITION,Dave VERSTEEG LAP TIME,Dave VERSTEEG ELAPSED TIME,Mathieu TURCOTTE POSITION,Mathieu TURCOTTE LAP TIME,Mathieu TURCOTTE ELAPSED TIME,Matthew FULLER POSITION,Matthew FULLER LAP TIME,Matthew FULLER ELAPSED TIME
3,7.189,7.189,2,6.996,6.996,1,6.768,6.768,4,7.339,7.339
3,9.490,16.678,2,9.259,16.255,1,9.032,15.799,4,9.447,16.785
3,9.335,26.012,2,8.961,25.215,1,8.849,24.648,4,9.588,26.373
3,9.455,35.467,2,9.367,34.581,1,9.173,33.820,4,9.338,35.711
4,9.67,45.136,2,9.63,44.210,1,9.75,43.562,3,9.39,45.101
