Zachary BIGGS POSITION,Zachary BIGGS LAP TIME,Zachary BIGGS ELAPSED TIME,CHOE Un Song POSITION,CHOE Un Song LAP TIME,CHOE Un Song ELAPSED TIME,Einar AGDESTEIN POSITION,Einar AGDESTEIN LAP TIME,Einar AGDESTEIN ELAPSED TIME,Hazar KARAGOL POSITION,Hazar KARAGOL LAP TIME,Hazar KARAGOL ELAPSED TIME,Tom RIETZKE POSITION,Tom RIETZKE LAP TIME,Tom RIETZKE ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME
2,12.75,12.75,1,12.66,12.66,3,12.93,12.93,5,13.29,13.29,6,13.47,13.47,4,13.07,13.07
1,9.59,22.34,2,9.70,22.36,3,9.56,22.49,5,9.45,22.74,6,9.43,22.90,4,9.57,22.64
1,9.28,31.62,2,9.40,31.76,3,9.39,31.88,5,9.43,32.17,6,9.37,32.27,4,9.38,32.02
1,9.22,40.84,2,9.19,40.95,3,9.12,41.00,5,9.17,41.34,5,9.07,41.34,4,9.17,41.19
1,9.25,50.09,2,9.27,50.22,3,9.27,50.27,6,9.35,50.69,5,9.18,50.52,4,9.19,50.38
1,9.35,59.44,2,9.32,59.54,3,9.33,59.60,6,9.48,1:00.17,5,9.43,59.95,4,9.37,59.75
1,9.44,1:08.88,3,9.45,1:08.99,4,9.49,1:09.09,6,9.84,1:10.01,5,9.33,1:09.28,2,9.20,1:08.95
2,9.61,1:18.49,3,9.74,1:18.73,4,9.70,1:18.79,6,10.39,1:20.40,5,9.63,1:18.91,1,9.23,1:18.18
2,9.74,1:28.23,3,9.54,1:28.27,5,10.01,1:28.790,6,10.95,1:31.327,4,9.50,1:28.384,1,9.47,1:27.65
