SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Eric BEDARD POSITION,Eric BEDARD LAP TIME,Eric BEDARD ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME
2,8.546,8.546,4,9.136,9.136,1,8.467,8.467,3,8.560,8.560,5,9.274,9.274
1,9.684,18.230,4,9.508,18.643,3,9.903,18.369,2,9.737,18.297,5,9.438,18.711
1,9.352,27.582,2,9.032,27.675,4,9.379,27.748,3,9.397,27.693,5,9.361,28.071
2,9.118,36.700,1,9.014,36.689,3,9.068,36.815,4,9.245,36.938,5,9.127,37.198
1,9.265,45.964,2,9.346,46.034,3,9.311,46.125,4,9.341,46.278,5,9.225,46.423
1,9.318,55.282,3,9.420,55.453,2,9.311,55.435,4,9.306,55.584,5,9.466,55.889
1,9.308,1:04.589,2,9.140,1:04.593,3,9.200,1:04.635,4,9.129,1:04.713,5,9.135,1:05.023
4,9.119,1:13.708,2,9.089,1:13.682,1,8.955,1:13.590,3,8.989,1:13.701,5,9.258,1:14.281
2,13.20,1:26.904,1,13.16,1:26.838,3,13.36,1:26.948,4,13.38,1:27.074,5,12.89,1:27.167
