BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Felix SPIEGL POSITION,Felix SPIEGL LAP TIME,Felix SPIEGL ELAPSED TIME,MARTINIC Ivan POSITION,MARTINIC Ivan LAP TIME,MARTINIC Ivan ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME
1,13.09,,5,13.47,13.47,6,13.61,13.61,3,13.29,13.29,4,13.37,13.37,2,13.21,13.21
2,10.05,,4,9.82,23.29,6,9.87,23.48,3,9.88,23.17,5,9.94,23.31,1,9.76,22.97
2,9.39,,4,9.45,32.74,6,9.48,32.96,1,9.26,32.43,5,9.52,32.83,3,9.57,32.54
2,9.32,,3,9.24,41.98,6,9.37,42.33,1,9.13,41.56,5,9.38,42.21,4,9.54,42.08
2,9.02,,3,8.99,50.97,6,9.09,51.42,1,9.10,50.66,5,9.02,51.23,4,9.03,51.11
2,9.07,,3,9.08,1:00.05,6,8.99,1:00.41,1,9.15,59.81,5,9.02,1:00.25,4,9.05,1:00.16
2,9.17,,3,9.27,1:09.32,6,9.25,1:09.66,1,9.13,1:08.94,5,9.30,1:09.55,4,9.26,1:09.42
2,8.88,,4,9.28,1:18.60,6,9.47,1:19.13,1,8.90,1:17.84,5,9.19,1:18.74,3,8.89,1:18.31
2,8.94,,3,9.30,1:27.892,5,9.97,1:29.083,1,9.00,1:26.834,4,9.27,1:27.991,2,8.83,1:27.127
