Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME
1,6.81,6.81,3,7.20,7.20,4,7.44,7.44,2,7.09,7.09
1,9.07,15.88,3,9.16,16.36,4,9.21,16.65,2,9.15,16.24
1,8.64,24.52,3,8.58,24.94,4,8.60,25.25,2,8.64,24.88
1,8.70,33.22,2,8.78,33.72,4,8.73,33.98,3,8.94,33.82
1,8.95,42.167,2,9.13,42.844,4,9.12,43.093,3,9.19,43.002
