LEE Han-Bin POSITION,LEE Han-Bin LAP TIME,LEE Han-Bin ELAPSED TIME,KIM Byeong Jun POSITION,KIM Byeong Jun LAP TIME,KIM Byeong Jun ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME
2,6.92,6.92,3,7.04,7.04,1,6.75,6.75,4,7.16,7.16
2,8.96,15.88,3,8.94,15.98,1,9.02,15.77,4,8.90,16.06
3,8.57,24.45,2,8.46,24.44,1,8.63,24.40,4,8.56,24.62
3,8.89,33.34,2,8.74,33.18,1,8.77,33.17,4,8.82,33.44
2,9.09,42.425,4,21.00,54.172,1,9.18,42.342,3,9.16,42.600
