Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Carly WILSON POSITION,Carly WILSON LAP TIME,Carly WILSON ELAPSED TIME,HUANG Yu-Ting POSITION,HUANG Yu-Ting LAP TIME,HUANG Yu-Ting ELAPSED TIME,Mika OZAWA POSITION,Mika OZAWA LAP TIME,Mika OZAWA ELAPSED TIME
2,16.689,16.689,1,16.562,16.562,3,16.867,16.867,4,16.902,16.902
2,12.933,29.621,1,12.910,29.471,4,12.884,29.750,3,12.831,29.732
2,12.357,41.978,1,12.356,41.827,4,12.391,42.141,3,12.406,42.137
3,11.965,53.943,2,12.073,53.899,4,11.874,54.015,1,11.721,53.857
3,11.150,1:05.093,2,11.174,1:05.073,4,11.096,1:05.110,1,11.063,1:04.920
3,10.764,1:15.857,1,10.587,1:15.659,4,10.790,1:15.900,2,10.845,1:15.764
2,10.936,1:26.793,1,10.925,1:26.584,3,10.903,1:26.802,4,11.708,1:27.472
3,10.782,1:37.575,2,10.819,1:37.403,4,10.940,1:37.742,1,9.392,1:36.864
3,11.12,1:48.694,2,11.15,1:48.553,4,11.07,1:48.811,1,11.34,1:48.197
