WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME
1,6.64,6.64,2,6.76,6.76,3,6.85,6.85,3,6.85,6.85,5,7.07,7.07
1,8.55,15.19,2,8.53,15.29,3,8.53,15.38,4,8.71,15.56,5,8.58,15.65
1,8.11,23.30,2,8.11,23.40,3,8.11,23.49,4,8.07,23.63,5,8.10,23.75
1,8.25,31.55,2,8.20,31.60,2,8.11,31.60,4,8.18,31.81,5,8.19,31.94
1,8.46,40.01,4,8.61,40.21,0,8.54,40.14,0,8.35,40.16,5,8.36,40.309
