CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME
1,7.220,7.220,3,7.630,7.630,2,7.410,7.410,4,7.770,7.770
1,9.810,17.040,3,9.650,17.290,2,9.690,17.100,4,9.600,17.380
1,9.460,26.510,3,9.400,26.690,2,9.520,26.620,4,9.360,26.740
3,9.650,36.160,2,9.450,36.140,1,9.510,36.140,4,9.480,36.220
2,9.970,46.130,1,9.830,45.980,3,10.320,46.460,4,10.450,46.680
