NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,CHEN Dequan POSITION,CHEN Dequan LAP TIME,CHEN Dequan ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME
4,12.71,12.71,2,12.62,12.62,3,12.64,12.64,1,12.54,12.54
4,9.38,22.09,3,9.35,21.97,2,9.12,21.76,1,9.11,21.65
4,9.13,31.22,3,9.00,30.97,2,9.05,30.81,1,9.12,30.77
4,9.06,40.28,3,9.10,40.07,2,9.16,39.97,1,9.08,39.85
4,8.91,49.19,3,8.87,48.94,2,8.85,48.82,1,8.88,48.73
4,8.81,58.00,3,8.89,57.83,2,8.89,57.71,1,8.87,57.60
4,8.86,1:06.86,3,8.86,1:06.69,2,8.92,1:06.63,1,8.93,1:06.53
2,8.69,1:15.55,3,8.89,1:15.58,4,9.00,1:15.63,1,8.84,1:15.37
2,8.93,1:24.478,3,9.26,1:24.837,4,9.43,1:25.054,1,8.96,1:24.330
