BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Munkhamidral GANBAT POSITION,Munkhamidral GANBAT LAP TIME,Munkhamidral GANBAT ELAPSED TIME,Fumihiko KAKUBARI POSITION,Fumihiko KAKUBARI LAP TIME,Fumihiko KAKUBARI ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME
5,13.44,13.44,3,12.78,12.78,4,13.37,13.37,2,12.69,12.69,1,12.63,12.63
4,9.72,23.16,3,9.99,22.77,5,10.82,24.19,1,10.03,22.73,2,10.12,22.75
4,9.77,32.94,3,10.10,32.87,5,10.73,34.92,1,9.94,32.68,2,10.02,32.77
1,9.48,42.42,3,9.74,42.62,5,10.89,45.82,2,9.81,42.49,4,9.87,42.64
3,9.54,51.96,4,9.75,52.37,5,11.33,57.16,1,9.21,51.71,2,9.26,51.91
3,9.59,1:01.56,4,9.30,1:01.67,5,11.23,1:08.40,2,9.82,1:01.54,1,9.53,1:01.45
4,9.65,1:11.22,3,9.54,1:11.21,5,11.50,1:19.90,2,9.35,1:10.89,1,9.15,1:10.60
4,10.06,1:21.28,3,9.59,1:20.81,5,12.74,1:32.64,2,9.01,1:19.91,1,9.16,1:19.76
4,11.51,1:32.787,3,9.71,1:30.514,5,12.50,1:45.133,2,9.94,1:29.844,1,9.65,1:29.408
