FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME
1,7.25,7.25,2,7.35,7.35,4,7.72,7.72,3,7.50,7.50
1,9.36,16.61,2,9.37,16.72,4,9.59,17.31,3,9.40,16.90
1,9.02,25.63,2,9.00,25.72,4,8.93,26.24,3,8.89,25.79
1,9.14,34.77,2,9.13,34.85,4,9.02,35.26,3,9.16,34.95
1,9.33,44.099,2,9.35,44.196,4,9.06,44.311,3,9.30,44.245
