TSO Ho Yan POSITION,TSO Ho Yan LAP TIME,TSO Ho Yan ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
4,8.090,8.090,1,7.420,7.420,2,7.480,7.480,3,7.670,7.670
4,11.060,19.150,2,9.570,17.000,3,10.250,17.740,1,9.100,16.770
4,10.770,29.920,1,9.260,26.260,2,9.090,26.830,3,13.020,29.790
4,11.110,41.040,1,9.320,35.580,2,9.500,36.340,3,6.890,36.690
4,11.970,53.010,1,9.790,45.370,2,9.730,46.070,3,11.140,47.830
