Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME
3,7.03,7.03,2,6.90,6.90,1,6.82,6.82,4,7.15,7.15
3,8.81,15.84,2,8.75,15.65,1,8.66,15.48,4,8.80,15.95
3,8.29,24.13,1,8.11,23.76,2,8.29,23.77,4,31.56,47.51
3,8.41,32.54,1,8.39,32.15,2,8.46,32.23,4,14.33,1:01.84
3,8.71,41.244,1,8.56,40.701,2,8.59,40.800,4,10.85,1:12.664
