Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Timothy DEWISPELAERE POSITION,Timothy DEWISPELAERE LAP TIME,Timothy DEWISPELAERE ELAPSED TIME,Ales GORECKI POSITION,Ales GORECKI LAP TIME,Ales GORECKI ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME
1,6.94,6.94,2,7.07,7.07,4,13.73,13.73,3,7.30,7.30
1,9.31,16.25,2,9.30,16.37,4,10.66,24.39,3,9.17,16.47
1,8.84,25.09,2,8.80,25.17,4,11.07,35.46,3,8.78,25.25
1,8.91,34.00,3,8.96,34.13,4,10.49,45.95,2,8.83,34.08
1,9.18,43.173,2,9.23,43.358,3,10.79,56.739,0,,PEN
